experiment_id,domain,value_head,seed,mcts_job_id,slurm_state,exit_code,elapsed,width,iterations,puct,estimator,successes,ordinary_failures,instance_timeouts,timeout_instance_numbers,unprocessed_after_job_end,classified_instances,total_instances,inline_val_valid,inline_val_invalid,inline_val_agrees,source_evaluation_log,completion_manifest_local,validation_status,posthoc_val_audit_job,posthoc_val_valid,posthoc_val_invalid,posthoc_val_summary,notes
MAIN-VAL,fo_counters,off,1239739722,20430075,TIMEOUT,0:0,3-00:00:19,20,70,0.1,0.5,7,0,6,8;9;10;11;12;13,7,13,20,,,false,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430075_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401231_e0031.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430075.eval_completed.jsonl,posthoc_VAL_valid,20544355,7,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,fo_counters,off,1472491096,20430076,TIMEOUT,0:0,3-00:00:26,20,70,0.1,0.5,7,0,6,8;9;10;11;12;13,7,13,20,,,false,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430076_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10M_src20401232_e0016.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430076.eval_completed.jsonl,posthoc_VAL_valid,20544355,7,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,fo_counters,off,534933607,20430082,COMPLETED,0:0,1-00:19:00,20,70,0.1,0.5,8,0,12,8;9;11;12;13;14;15;16;17;18;19;20,0,20,20,8,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430082_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10M_src20401233_e0057.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430082.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,fo_counters,off,2082152039,20430083,COMPLETED,0:0,1-00:07:54,20,70,0.1,0.5,8,0,12,9;10;11;12;13;14;15;16;17;18;19;20,0,20,20,8,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430083_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s2082152039_K0_SR10M_src20401234_e0069.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430083.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,fo_counters,off,1510771779,20430084,OUT_OF_MEMORY,0:125,1-10:34:00,20,70,0.1,0.5,5,0,3,6;7;8,12,8,20,,,false,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430084_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10M_src20401235_e0066.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430084.eval_completed.jsonl,posthoc_VAL_valid,20544355,5,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,fo_counters,off,923500475,20430085,OUT_OF_MEMORY,0:125,1-06:55:25,20,70,0.1,0.5,9,0,11,8;11;12;13;14;15;16;17;18;19;20,0,20,20,,,false,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430085_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10M_src20401236_e0014.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430085.eval_completed.jsonl,posthoc_VAL_valid,20544355,9,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,fo_counters,off,1972442430,20430086,FAILED,1:0,2-12:16:24,20,70,0.1,0.5,8,0,9,9;10;11;12;13;14;15;16;17,3,17,20,,,false,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430086_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10M_src20401237_e0028.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430086.eval_completed.jsonl,posthoc_VAL_valid,20544355,8,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,fo_counters,on,1963100312,20430062,COMPLETED,0:0,1-01:23:58,20,70,0.1,0.5,8,0,12,9;10;11;12;13;14;15;16;17;18;19;20,0,20,20,8,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430062_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1963100312_K0_SR10M_src20401218_e0011.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430062.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,fo_counters,on,2011206605,20430063,TIMEOUT,0:0,3-00:00:01,20,70,0.1,0.5,7,0,3,8;9;10,10,10,20,,,false,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430063_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20401219_e0051.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430063.eval_completed.jsonl,posthoc_VAL_valid,20544355,7,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,fo_counters,on,1073581256,20430064,TIMEOUT,0:0,3-00:00:09,20,70,0.1,0.5,4,0,15,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,1,19,20,,,false,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430064_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1073581256_K0_SR10M_src20401220_e0106.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430064.eval_completed.jsonl,posthoc_VAL_valid,20544355,4,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,fo_counters,on,1239739722,20430065,TIMEOUT,0:0,3-00:00:03,20,70,0.1,0.5,6,0,0,,14,6,20,,,false,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430065_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1239739722_K0_SR10M_src20401221_e0092.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430065.eval_completed.jsonl,posthoc_VAL_valid,20544355,6,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,fo_counters,on,1472491096,20430066,TIMEOUT,0:0,3-00:00:28,20,70,0.1,0.5,5,0,5,6;7;8;9;10,10,10,20,,,false,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430066_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1472491096_K0_SR10M_src20401222_e0066.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430066.eval_completed.jsonl,posthoc_VAL_valid,20544355,5,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,fo_counters,on,534933607,20430067,TIMEOUT,0:0,3-00:00:05,20,70,0.1,0.5,4,0,9,5;6;7;8;9;10;11;12;13,7,13,20,,,false,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430067_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10M_src20401223_e0058.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430067.eval_completed.jsonl,posthoc_VAL_valid,20544355,4,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,fo_counters,on,2082152039,20430068,COMPLETED,0:0,1-12:02:00,20,70,0.1,0.5,3,0,17,4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0,20,20,3,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430068_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2082152039_K0_SR10M_src20401224_e0023.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430068.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,fo_counters,on,1510771779,20430069,OUT_OF_MEMORY,0:125,1-07:23:11,20,70,0.1,0.5,9,0,10,10;11;13;14;15;16;17;18;19;20,1,19,20,,,false,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430069_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1510771779_K0_SR10M_src20401225_e0068.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430069.eval_completed.jsonl,posthoc_VAL_valid,20544355,9,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,fo_counters,on,923500475,20430070,TIMEOUT,0:0,3-00:00:09,20,70,0.1,0.5,4,0,6,5;6;7;8;9;11,10,10,20,,,false,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430070_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s923500475_K0_SR10M_src20401226_e0034.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430070.eval_completed.jsonl,posthoc_VAL_valid,20544355,4,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,fo_counters,on,1972442430,20430071,COMPLETED,0:0,1-06:03:22,20,70,0.1,0.5,7,0,13,7;9;10;11;12;13;14;15;16;17;18;19;20,0,20,20,7,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430071_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401227_e0042.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430071.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,rover,off,1963100312,20430097,OUT_OF_MEMORY,0:125,1-06:36:49,20,70,0.1,0.5,5,0,14,5;6;7;8;9;11;12;13;14;15;16;17;18;20,1,19,20,5,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430097_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10M_src20401248_e0025.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430097.eval_completed.jsonl,inline_VAL_agreement,20544355,5,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,rover,off,2011206605,20430098,OUT_OF_MEMORY,0:125,1-06:02:07,20,70,0.1,0.5,4,2,13,6;8;9;10;11;12;13;14;15;16;18;19;20,1,19,20,4,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430098_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s2011206605_K0_SR10M_src20401249_e0044.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430098.eval_completed.jsonl,inline_VAL_agreement,20544355,4,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,rover,off,1073581256,20430099,OUT_OF_MEMORY,0:125,21:42:53,20,70,0.1,0.5,6,4,9,9;12;13;14;15;16;18;19;20,1,19,20,6,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430099_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401250_e0040.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430099.eval_completed.jsonl,inline_VAL_agreement,20544355,6,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,rover,off,1239739722,20430100,OUT_OF_MEMORY,0:125,1-06:37:23,20,70,0.1,0.5,4,1,15,5;6;7;8;9;10;11;13;14;15;16;17;18;19;20,0,20,20,4,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430100_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401251_e0053.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430100.eval_completed.jsonl,inline_VAL_agreement,20544355,4,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,rover,off,1472491096,20430101,OUT_OF_MEMORY,0:125,1-00:14:16,20,70,0.1,0.5,5,3,11,6;9;11;12;13;14;15;16;17;18;19,1,19,20,5,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430101_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10M_src20401252_e0064.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430101.eval_completed.jsonl,inline_VAL_agreement,20544355,5,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,rover,off,534933607,20430102,OUT_OF_MEMORY,0:125,1-06:08:14,20,70,0.1,0.5,4,1,15,5;6;8;9;10;11;12;13;14;15;16;17;18;19;20,0,20,20,4,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430102_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10M_src20401253_e0124.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430102.eval_completed.jsonl,inline_VAL_agreement,20544355,4,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,rover,off,2082152039,20430103,OUT_OF_MEMORY,0:125,1-05:48:08,20,70,0.1,0.5,4,1,11,5;6;8;9;10;11;12;13;14;18;20,4,16,20,4,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430103_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s2082152039_K0_SR10M_src20401254_e0021.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430103.eval_completed.jsonl,inline_VAL_agreement,20544355,4,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,rover,off,1510771779,20430104,OUT_OF_MEMORY,0:125,1-00:27:44,20,70,0.1,0.5,6,4,10,6;8;11;14;15;16;17;18;19;20,0,20,20,6,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430104_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10M_src20401255_e0048.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430104.eval_completed.jsonl,inline_VAL_agreement,20544355,6,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,rover,off,923500475,20430107,OUT_OF_MEMORY,0:125,1-06:02:41,20,70,0.1,0.5,5,2,13,6;8;10;11;12;13;14;15;16;17;18;19;20,0,20,20,5,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430107_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10M_src20401256_e0020.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430107.eval_completed.jsonl,inline_VAL_agreement,20544355,5,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,rover,off,1972442430,20451727,COMPLETED,0:0,1-00:13:36,20,70,0.1,0.5,7,2,11,6;9;12;13;14;15;16;17;18;19;20,0,20,20,7,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20451727_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10M_src20401257_e0235.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20451727.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,rover,on,1963100312,20430087,COMPLETED,0:0,1-06:04:11,20,70,0.1,0.5,4,3,13,7;8;9;10;11;12;14;15;16;17;18;19;20,0,20,20,4,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430087_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s1963100312_K0_SR10M_src20401238_e0070.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430087.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,rover,on,2011206605,20430088,COMPLETED,0:0,1-06:03:00,20,70,0.1,0.5,5,2,13,6;9;10;11;12;13;14;15;16;17;18;19;20,0,20,20,5,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430088_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20401239_e0095.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430088.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,rover,on,1073581256,20430089,OUT_OF_MEMORY,0:125,1-06:02:34,20,70,0.1,0.5,6,1,13,5;6;8;10;11;13;14;15;16;17;18;19;20,0,20,20,6,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430089_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s1073581256_K0_SR10M_src20401240_e0143.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430089.eval_completed.jsonl,inline_VAL_agreement,20544355,6,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,rover,on,1239739722,20430090,OUT_OF_MEMORY,0:125,1-05:22:29,20,70,0.1,0.5,5,1,11,5;6;8;9;11;12;14;15;18;19;20,3,17,20,5,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430090_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s1239739722_K0_SR10M_src20401241_e0112.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430090.eval_completed.jsonl,inline_VAL_agreement,20544355,5,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,rover,on,1472491096,20430091,OUT_OF_MEMORY,0:125,1-06:02:24,20,70,0.1,0.5,4,3,13,5;9;10;11;12;13;14;15;16;17;18;19;20,0,20,20,4,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430091_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s1472491096_K0_SR10M_src20401242_e0115.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430091.eval_completed.jsonl,inline_VAL_agreement,20544355,4,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,rover,on,534933607,20430092,OUT_OF_MEMORY,0:125,1-02:32:53,20,70,0.1,0.5,4,4,12,8;9;10;11;12;14;15;16;17;18;19;20,0,20,20,4,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430092_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10M_src20401243_e0017.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430092.eval_completed.jsonl,inline_VAL_agreement,20544355,4,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,rover,on,2082152039,20430093,OUT_OF_MEMORY,0:125,1-11:37:24,20,70,0.1,0.5,4,0,15,5;6;7;8;9;10;11;12;13;14;15;16;17;19;20,1,19,20,4,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430093_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s2082152039_K0_SR10M_src20401244_e0077.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430093.eval_completed.jsonl,inline_VAL_agreement,20544355,4,0,/home/hersco/training_new_domains/2026-08-25/incomplete_stage1_mcts_val/results/incomplete_mcts_val_summary.csv,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,rover,on,1510771779,20430094,COMPLETED,0:0,1-06:03:59,20,70,0.1,0.5,4,2,14,5;6;7;9;10;12;13;14;15;16;17;18;19;20,0,20,20,4,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430094_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s1510771779_K0_SR10M_src20401245_e0090.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430094.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
MAIN-VAL,rover,on,923500475,20430095,COMPLETED,0:0,1-06:04:55,20,70,0.1,0.5,4,3,13,6;8;9;10;12;13;14;15;16;17;18;19;20,0,20,20,4,0,true,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430095_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s923500475_K0_SR10M_src20401246_e0004.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430095.eval_completed.jsonl,inline_VAL_agreement,,,,,Per-instance timeouts are classified failures; only unprocessed_after_job_end denotes instances never reached before OOM/scheduler termination
