snapshot_time,experiment_id,component,job_id,manifest_id,domain,value_head,seed,expected_pre_outage_state,cpus,memory_gib,time_limit,artifact_kind,evidence_source,recovery_policy,notes
2026-09-01T10:37:46+03:00,MCTS-HORIZON-COUNTERS,mcts_evaluation,20755804,horizon-counters-off-2011206605-aware,counters,off,2011206605,running,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\mcts_horizon_binding\counters_submissions.tsv,resume_from_completion_jsonl_and_validate_printed_plans,Arm=aware; preserve aware/unaware pairing.
2026-09-01T10:37:46+03:00,MCTS-HORIZON-COUNTERS,mcts_evaluation,20755805,horizon-counters-off-2011206605-unaware,counters,off,2011206605,running,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\mcts_horizon_binding\counters_submissions.tsv,resume_from_completion_jsonl_and_validate_printed_plans,Arm=unaware; preserve aware/unaware pairing.
2026-09-01T10:37:46+03:00,MCTS-HORIZON-COUNTERS,mcts_evaluation,20755806,horizon-counters-on-1963100312-aware,counters,on,1963100312,running,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\mcts_horizon_binding\counters_submissions.tsv,resume_from_completion_jsonl_and_validate_printed_plans,Arm=aware; preserve aware/unaware pairing.
2026-09-01T10:37:46+03:00,MCTS-HORIZON-COUNTERS,mcts_evaluation,20755807,horizon-counters-on-1963100312-unaware,counters,on,1963100312,running,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\mcts_horizon_binding\counters_submissions.tsv,resume_from_completion_jsonl_and_validate_printed_plans,Arm=unaware; preserve aware/unaware pairing.
2026-09-01T10:37:46+03:00,MCTS-HORIZON-COUNTERS,mcts_evaluation,20755808,horizon-counters-on-2011206605-aware,counters,on,2011206605,running,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\mcts_horizon_binding\counters_submissions.tsv,resume_from_completion_jsonl_and_validate_printed_plans,Arm=aware; preserve aware/unaware pairing.
2026-09-01T10:37:46+03:00,MCTS-HORIZON-COUNTERS,mcts_evaluation,20755809,horizon-counters-on-2011206605-unaware,counters,on,2011206605,running,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\mcts_horizon_binding\counters_submissions.tsv,resume_from_completion_jsonl_and_validate_printed_plans,Arm=unaware; preserve aware/unaware pairing.
2026-09-01T10:37:46+03:00,MAIN-VAL-S2-MCTS,drone_stage2_mcts,20726030,main-val-drone-off-534933607-stage2-selected-mcts-w20-i70,drone,off,534933607,terminal,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\main_val_stage2_drone_mcts_submissions.tsv,preserve_static_result,Fifteen submitted rows were terminal; four additional historical rows are outside this ledger.
2026-09-01T10:37:46+03:00,MAIN-VAL-S2-MCTS,drone_stage2_mcts,20726031,main-val-drone-off-923500475-stage2-selected-mcts-w20-i70,drone,off,923500475,terminal,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\main_val_stage2_drone_mcts_submissions.tsv,preserve_static_result,Fifteen submitted rows were terminal; four additional historical rows are outside this ledger.
2026-09-01T10:37:46+03:00,MAIN-VAL-S2-MCTS,drone_stage2_mcts,20726032,main-val-drone-off-1239739722-stage2-selected-mcts-w20-i70,drone,off,1239739722,terminal,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\main_val_stage2_drone_mcts_submissions.tsv,preserve_static_result,Fifteen submitted rows were terminal; four additional historical rows are outside this ledger.
2026-09-01T10:37:46+03:00,MAIN-VAL-S2-MCTS,drone_stage2_mcts,20726033,main-val-drone-off-1510771779-stage2-selected-mcts-w20-i70,drone,off,1510771779,terminal,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\main_val_stage2_drone_mcts_submissions.tsv,preserve_static_result,Fifteen submitted rows were terminal; four additional historical rows are outside this ledger.
2026-09-01T10:37:46+03:00,MAIN-VAL-S2-MCTS,drone_stage2_mcts,20726034,main-val-drone-off-1972442430-stage2-selected-mcts-w20-i70,drone,off,1972442430,terminal,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\main_val_stage2_drone_mcts_submissions.tsv,preserve_static_result,Fifteen submitted rows were terminal; four additional historical rows are outside this ledger.
2026-09-01T10:37:46+03:00,MAIN-VAL-S2-MCTS,drone_stage2_mcts,20726035,main-val-drone-off-2011206605-stage2-selected-mcts-w20-i70,drone,off,2011206605,terminal,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\main_val_stage2_drone_mcts_submissions.tsv,preserve_static_result,Fifteen submitted rows were terminal; four additional historical rows are outside this ledger.
2026-09-01T10:37:46+03:00,MAIN-VAL-S2-MCTS,drone_stage2_mcts,20726036,main-val-drone-off-2082152039-stage2-selected-mcts-w20-i70,drone,off,2082152039,terminal,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\main_val_stage2_drone_mcts_submissions.tsv,preserve_static_result,Fifteen submitted rows were terminal; four additional historical rows are outside this ledger.
2026-09-01T10:37:46+03:00,MAIN-VAL-S2-MCTS,drone_stage2_mcts,20726037,main-val-drone-on-923500475-stage2-selected-mcts-w20-i70,drone,on,923500475,terminal,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\main_val_stage2_drone_mcts_submissions.tsv,preserve_static_result,Fifteen submitted rows were terminal; four additional historical rows are outside this ledger.
2026-09-01T10:37:46+03:00,MAIN-VAL-S2-MCTS,drone_stage2_mcts,20726038,main-val-drone-on-1073581256-stage2-selected-mcts-w20-i70,drone,on,1073581256,terminal,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\main_val_stage2_drone_mcts_submissions.tsv,preserve_static_result,Fifteen submitted rows were terminal; four additional historical rows are outside this ledger.
2026-09-01T10:37:46+03:00,MAIN-VAL-S2-MCTS,drone_stage2_mcts,20726039,main-val-drone-on-1239739722-stage2-selected-mcts-w20-i70,drone,on,1239739722,terminal,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\main_val_stage2_drone_mcts_submissions.tsv,preserve_static_result,Fifteen submitted rows were terminal; four additional historical rows are outside this ledger.
2026-09-01T10:37:46+03:00,MAIN-VAL-S2-MCTS,drone_stage2_mcts,20726040,main-val-drone-on-1472491096-stage2-selected-mcts-w20-i70,drone,on,1472491096,terminal,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\main_val_stage2_drone_mcts_submissions.tsv,preserve_static_result,Fifteen submitted rows were terminal; four additional historical rows are outside this ledger.
2026-09-01T10:37:46+03:00,MAIN-VAL-S2-MCTS,drone_stage2_mcts,20726041,main-val-drone-on-1510771779-stage2-selected-mcts-w20-i70,drone,on,1510771779,running,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\main_val_stage2_drone_mcts_submissions.tsv,resume_from_completion_jsonl_and_validate_printed_plans,Fifteen submitted rows were terminal; four additional historical rows are outside this ledger.
2026-09-01T10:37:46+03:00,MAIN-VAL-S2-MCTS,drone_stage2_mcts,20726042,main-val-drone-on-1963100312-stage2-selected-mcts-w20-i70,drone,on,1963100312,terminal,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\main_val_stage2_drone_mcts_submissions.tsv,preserve_static_result,Fifteen submitted rows were terminal; four additional historical rows are outside this ledger.
2026-09-01T10:37:46+03:00,MAIN-VAL-S2-MCTS,drone_stage2_mcts,20726043,main-val-drone-on-1972442430-stage2-selected-mcts-w20-i70,drone,on,1972442430,terminal,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\main_val_stage2_drone_mcts_submissions.tsv,preserve_static_result,Fifteen submitted rows were terminal; four additional historical rows are outside this ledger.
2026-09-01T10:37:46+03:00,MAIN-VAL-S2-MCTS,drone_stage2_mcts,20726044,main-val-drone-on-2011206605-stage2-selected-mcts-w20-i70,drone,on,2011206605,terminal,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\main_val_stage2_drone_mcts_submissions.tsv,preserve_static_result,Fifteen submitted rows were terminal; four additional historical rows are outside this ledger.
2026-09-01T10:37:46+03:00,MAIN-VAL-S2-MCTS,drone_stage2_mcts,20726045,main-val-drone-on-2082152039-stage2-selected-mcts-w20-i70,drone,on,2082152039,terminal,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\main_val_stage2_drone_mcts_submissions.tsv,preserve_static_result,Fifteen submitted rows were terminal; four additional historical rows are outside this ledger.
2026-09-01T10:37:46+03:00,MCTS-LEGACY-ROVER,terminal_stage2_mcts,20559649,rover-on-2082152039-stage2-mcts,rover,on,2082152039,running,6,120,3-00:00:00,mcts_evaluation,experiment_tracking/live_jobs.csv,resume_from_completion_jsonl_and_validate_printed_plans,The final live Rover row at the 10:37 snapshot.
2026-09-01T10:37:46+03:00,MCTS-LEGACY-ROVER,posthoc_validation_needed,20559583,rover-on-534933607-stage2-mcts,rover,on,534933607,terminal_out_of_memory,6,120,3-00:00:00,mcts_evaluation,experiment_tracking/approved_recovery_actions_20260901.csv,deduplicate_retry_plans_and_posthoc_val_only,Do not rerun inference merely to repair retry-duplicated VAL provenance.
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM-DELIVERY-POLICY-CONTROLLER,policy_controller,20768207,,delivery,off,,dependency_pending,2,1,06:00:00,controller,experiment_tracking\dependency_controllers_20260831.csv,rerun_idempotently_only_if_dependency_chain_was_lost,Delivery off training cell
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM-DELIVERY-POLICY-CONTROLLER,policy_controller,20768208,,delivery,on,,dependency_pending,2,1,06:00:00,controller,experiment_tracking\dependency_controllers_20260831.csv,rerun_idempotently_only_if_dependency_chain_was_lost,Delivery on training cell
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM-TPP-POLICY-CONTROLLER,policy_controller,20768209,,tpp,off,,dependency_pending,2,1,06:00:00,controller,experiment_tracking\dependency_controllers_20260831.csv,rerun_idempotently_only_if_dependency_chain_was_lost,TPP off training cell
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM-TPP-POLICY-CONTROLLER,policy_controller,20768210,,tpp,on,,dependency_pending,2,1,06:00:00,controller,experiment_tracking\dependency_controllers_20260831.csv,rerun_idempotently_only_if_dependency_chain_was_lost,TPP on training cell
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM-ZENO-POLICY-CONTROLLER,policy_controller,20768212,,zenotravel,on,,dependency_pending,2,1,06:00:00,controller,experiment_tracking\dependency_controllers_20260831.csv,rerun_idempotently_only_if_dependency_chain_was_lost,Zenotravel on training cell
2026-09-01T10:37:46+03:00,PRESERVE-3-TERM,policy_evaluation,20812836,zenotravel-off-operational-tail,zenotravel,off,,operationally_held_requeued,10,20,04:00:00,policy_evaluation,experiment_tracking/approved_recovery_actions_20260901.csv,inspect_then_release_or_idempotently_resubmit,Not a scientific hold; environment-retrieval failure caused the requeue/hold.
2026-09-01T10:37:46+03:00,MAIN-EXT6-MPRIME,stage2_training,20760292,mprime-validation_led-off-534933607-a0,mprime,off,534933607,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-EXT6-MPRIME,stage2_training,20760293,mprime-validation_led-off-923500475-a0,mprime,off,923500475,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-EXT6-MPRIME,stage2_training,20760294,mprime-validation_led-off-1073581256-a0,mprime,off,1073581256,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-EXT6-MPRIME,stage2_training,20760295,mprime-validation_led-off-1239739722-a0,mprime,off,1239739722,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-EXT6-MPRIME,stage2_training,20760296,mprime-validation_led-off-1472491096-a0,mprime,off,1472491096,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-EXT6-MPRIME,stage2_training,20760297,mprime-validation_led-off-1510771779-a0,mprime,off,1510771779,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-EXT6-MPRIME,stage2_training,20760298,mprime-validation_led-off-1972442430-a0,mprime,off,1972442430,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-EXT6-MPRIME,stage2_training,20760299,mprime-validation_led-off-2082152039-a0,mprime,off,2082152039,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-EXT6-MPRIME,stage2_training,20760300,mprime-validation_led-on-534933607-a0,mprime,on,534933607,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-EXT6-MPRIME,stage2_training,20760301,mprime-validation_led-on-923500475-a0,mprime,on,923500475,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-EXT6-MPRIME,stage2_training,20760302,mprime-validation_led-on-1073581256-a0,mprime,on,1073581256,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-EXT6-MPRIME,stage2_training,20760303,mprime-validation_led-on-1239739722-a0,mprime,on,1239739722,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-EXT6-MPRIME,stage2_training,20760304,mprime-validation_led-on-1472491096-a0,mprime,on,1472491096,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-EXT6-MPRIME,stage2_training,20760305,mprime-validation_led-on-1510771779-a0,mprime,on,1510771779,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-EXT6-MPRIME,stage2_training,20760306,mprime-validation_led-on-1972442430-a0,mprime,on,1972442430,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-EXT6-MPRIME,stage2_training,20760307,mprime-validation_led-on-2082152039-a0,mprime,on,2082152039,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-TERM-EXT6-MPRIME,stage2_training,20760308,mprime-terminal_led-off-534933607-a0,mprime,off,534933607,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-TERM-EXT6-MPRIME,stage2_training,20760309,mprime-terminal_led-off-923500475-a0,mprime,off,923500475,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-TERM-EXT6-MPRIME,stage2_training,20760310,mprime-terminal_led-off-1073581256-a0,mprime,off,1073581256,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-TERM-EXT6-MPRIME,stage2_training,20760311,mprime-terminal_led-off-1239739722-a0,mprime,off,1239739722,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-TERM-EXT6-MPRIME,stage2_training,20760312,mprime-terminal_led-off-1472491096-a0,mprime,off,1472491096,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-TERM-EXT6-MPRIME,stage2_training,20760313,mprime-terminal_led-off-1510771779-a0,mprime,off,1510771779,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-TERM-EXT6-MPRIME,stage2_training,20760314,mprime-terminal_led-off-1963100312-a0,mprime,off,1963100312,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-TERM-EXT6-MPRIME,stage2_training,20760315,mprime-terminal_led-off-1972442430-a0,mprime,off,1972442430,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-TERM-EXT6-MPRIME,stage2_training,20760316,mprime-terminal_led-off-2011206605-a0,mprime,off,2011206605,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-TERM-EXT6-MPRIME,stage2_training,20760317,mprime-terminal_led-off-2082152039-a0,mprime,off,2082152039,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-TERM-EXT6-MPRIME,stage2_training,20760318,mprime-terminal_led-on-534933607-a0,mprime,on,534933607,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-TERM-EXT6-MPRIME,stage2_training,20760319,mprime-terminal_led-on-923500475-a0,mprime,on,923500475,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-TERM-EXT6-MPRIME,stage2_training,20760320,mprime-terminal_led-on-1073581256-a0,mprime,on,1073581256,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-TERM-EXT6-MPRIME,stage2_training,20760321,mprime-terminal_led-on-1239739722-a0,mprime,on,1239739722,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-TERM-EXT6-MPRIME,stage2_training,20760322,mprime-terminal_led-on-1472491096-a0,mprime,on,1472491096,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-TERM-EXT6-MPRIME,stage2_training,20760323,mprime-terminal_led-on-1510771779-a0,mprime,on,1510771779,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-TERM-EXT6-MPRIME,stage2_training,20760324,mprime-terminal_led-on-1963100312-a0,mprime,on,1963100312,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-TERM-EXT6-MPRIME,stage2_training,20760325,mprime-terminal_led-on-1972442430-a0,mprime,on,1972442430,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-TERM-EXT6-MPRIME,stage2_training,20760326,mprime-terminal_led-on-2011206605-a0,mprime,on,2011206605,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-TERM-EXT6-MPRIME,stage2_training,20760327,mprime-terminal_led-on-2082152039-a0,mprime,on,2082152039,deliberately_held,6,48,3-00:00:00,training,experiment_tracking\mprime_validation_ipc_scale_v1\stage2_submissions.tsv,remain_held_until_corrected_anchor_freeze,Do not release during outage recovery.
2026-09-01T10:37:46+03:00,MAIN-EXT6-MPRIME,policy_controller,20760692,,,,,deliberately_held,2,1,06:00:00,controller,experiment_tracking/stage2_policy_controllers_20260831.csv,remain_held_until_corrected_anchor_freeze,Controller for 16 new Stage-2 training jobs.
2026-09-01T10:37:46+03:00,MAIN-TERM-EXT6-MPRIME,policy_controller,20760693,,,,,deliberately_held,2,1,06:00:00,controller,experiment_tracking/stage2_policy_controllers_20260831.csv,remain_held_until_corrected_anchor_freeze,Controller for 20 new Stage-2 training jobs.
2026-09-01T10:37:46+03:00,MCTS-LEGACY-FO-COUNTERS,stage2_mcts,20559582,,,,,deliberately_held,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\live_jobs.csv,remain_held_until_explicit_reprioritization,Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2082152039_K0_SR10TCM_src20489466_e0015
2026-09-01T10:37:46+03:00,MCTS-LEGACY-FO-COUNTERS,stage2_mcts,20559581,,,,,deliberately_held,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\live_jobs.csv,remain_held_until_explicit_reprioritization,Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10TCM_src20489465_e0003
2026-09-01T10:37:46+03:00,MCTS-LEGACY-FO-COUNTERS,stage2_mcts,20559580,,,,,deliberately_held,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\live_jobs.csv,remain_held_until_explicit_reprioritization,Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10TCM_src20489464_e0005
2026-09-01T10:37:46+03:00,MCTS-LEGACY-FO-COUNTERS,stage2_mcts,20559579,,,,,deliberately_held,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\live_jobs.csv,remain_held_until_explicit_reprioritization,Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1963100312_K0_SR10TCM_src20489463_e0069
2026-09-01T10:37:46+03:00,MCTS-LEGACY-FO-COUNTERS,stage2_mcts,20559578,,,,,deliberately_held,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\live_jobs.csv,remain_held_until_explicit_reprioritization,Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1510771779_K0_SR10TCM_src20489462_e0032
2026-09-01T10:37:46+03:00,MCTS-LEGACY-FO-COUNTERS,stage2_mcts,20559577,,,,,deliberately_held,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\live_jobs.csv,remain_held_until_explicit_reprioritization,Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1472491096_K0_SR10TCM_src20489461_e0003
2026-09-01T10:37:46+03:00,MCTS-LEGACY-FO-COUNTERS,stage2_mcts,20559576,,,,,deliberately_held,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\live_jobs.csv,remain_held_until_explicit_reprioritization,Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1239739722_K0_SR10TCM_src20489459_e0066
2026-09-01T10:37:46+03:00,MCTS-LEGACY-FO-COUNTERS,stage2_mcts,20559575,,,,,deliberately_held,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\live_jobs.csv,remain_held_until_explicit_reprioritization,Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1073581256_K0_SR10TCM_src20489458_e0077
2026-09-01T10:37:46+03:00,MCTS-LEGACY-FO-COUNTERS,stage2_mcts,20559574,,,,,deliberately_held,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\live_jobs.csv,remain_held_until_explicit_reprioritization,Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s923500475_K0_SR10TCM_src20489457_e0030
2026-09-01T10:37:46+03:00,MCTS-LEGACY-FO-COUNTERS,stage2_mcts,20559573,,,,,deliberately_held,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\live_jobs.csv,remain_held_until_explicit_reprioritization,Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10TCM_src20489456_e0044
2026-09-01T10:37:46+03:00,MCTS-LEGACY-FO-COUNTERS,stage2_mcts,20559572,,,,,deliberately_held,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\live_jobs.csv,remain_held_until_explicit_reprioritization,Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s2082152039_K0_SR10TCM_src20489455_e0053
2026-09-01T10:37:46+03:00,MCTS-LEGACY-FO-COUNTERS,stage2_mcts,20559571,,,,,deliberately_held,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\live_jobs.csv,remain_held_until_explicit_reprioritization,Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s2011206605_K0_SR10TCM_src20489454_e0000
2026-09-01T10:37:46+03:00,MCTS-LEGACY-FO-COUNTERS,stage2_mcts,20559570,,,,,deliberately_held,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\live_jobs.csv,remain_held_until_explicit_reprioritization,Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10TCM_src20489453_e0061
2026-09-01T10:37:46+03:00,MCTS-LEGACY-FO-COUNTERS,stage2_mcts,20559569,,,,,deliberately_held,6,120,3-00:00:00,mcts_evaluation,experiment_tracking\live_jobs.csv,remain_held_until_explicit_reprioritization,Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10TCM_src20489452_e0035
