csv_file,score_columns,direct_provenance_columns,companion_or_mapping,provenance_status
experiment_tracking/mprime_phase_b_a_stage1_pw70_20260913/manifest_confirmation_part3.csv,selected_validation_score;selected_test_policy_score;checkpoint_score_source;checkpoint_score_sha256,source_training_job_id;source_training_log;source_policy_job_id;source_policy_log;source_fixed_manifest;source_fixed_manifest_sha256;selector_source;checkpoint_score_source,,direct
experiment_tracking/mprime_phase_b_a_stage1_pw70_20260913/manifest_confirmation_part4.csv,selected_validation_score;selected_test_policy_score;checkpoint_score_source;checkpoint_score_sha256,source_training_job_id;source_training_log;source_policy_job_id;source_policy_log;source_fixed_manifest;source_fixed_manifest_sha256;selector_source;checkpoint_score_source,,direct
experiment_tracking/mprime_phase_b_a_stage1_pw70_20260913/manifest_confirmation_remaining.csv,selected_validation_score;selected_test_policy_score;checkpoint_score_source;checkpoint_score_sha256,source_training_job_id;source_training_log;source_policy_job_id;source_policy_log;source_fixed_manifest;source_fixed_manifest_sha256;selector_source;checkpoint_score_source,,direct
experiment_tracking/mprime_phase_b_a_stage1_pw70_20260913/results_20260914.csv,policy_score;pw70_score,job_id;stdout_log,,direct
experiment_tracking/mprime_phase_b_a_stage1_pw70_20260913/results_final_20260915.csv,policy_score,job_id;local_stdout_log;remote_stdout_log;local_completion_ledger;remote_completion_ledger;fixed_seed_source,,direct
experiment_tracking/mprime_validation_ipc_scale_v1/anchor_selection_corrected_frozen_20260901.csv,observed_auc;auc_lower_bound;auc_upper_bound;rescore_root,,experiment_tracking/mprime_validation_ipc_scale_v1/anchor_rescore_status_20260901_1022.csv;experiment_tracking/mprime_validation_ipc_scale_v1/anchor_tuning_manifest.csv,companion
experiment_tracking/mprime_validation_ipc_scale_v1/anchor_selection_frozen.csv,auc,job_id;source_log,,direct
experiment_tracking/mprime_validation_ipc_scale_v1/anchor_selection_invalid.csv,auc,job_id;source_log,,direct
experiment_tracking/mprime_validation_ipc_scale_v1/corrected_endpoint_results.csv,score,evaluation_log,,direct
experiment_tracking/mprime_validation_ipc_scale_v1/mprime_mcts_table_gap_20260904.csv,policy_checkpoint_scores_available;mcts_jobs_complete;mcts_jobs_required,,policy_provenance,companion
experiment_tracking/mprime_validation_ipc_scale_v1/terminal_led_stage2_selected_results_20260902.csv,stage1_score;stage2_selected_score,stage2_training_log;stage2_evaluation_log,,direct
experiment_tracking/mprime_validation_ipc_scale_v1/terminal_stage2_planned_manifest.csv,mcts_requirement,source_stage1_training_job;source_checkpoint_ref;source_epoch;source_training_log,,direct
experiment_tracking/mprime_validation_ipc_scale_v1/validation_adequacy_phase_a_stage1_seeds_20260903.csv,validation_unique_scores;selected_test_score;observed_test_best_score,source_checkpoint_audit,experiment_tracking/mprime_validation_ipc_scale_v1/validation_test_checkpoint_audit.csv,direct
experiment_tracking/mprime_validation_ipc_scale_v1/validation_adequacy_phase_a_stage1_summary_20260903.csv,mean_unique_validation_scores,seed_ledger,experiment_tracking/mprime_validation_ipc_scale_v1/validation_adequacy_phase_a_stage1_seeds_20260903.csv,direct
experiment_tracking/mprime_validation_ipc_scale_v1/validation_adequacy_phase_a_stage2_checkpoints_20260903.csv,validation_success;test_success,training_job_id;training_log;policy_job_id;policy_log,checkpoint;training_log;policy_log,direct
experiment_tracking/mprime_validation_ipc_scale_v1/validation_adequacy_phase_a_stage2_seeds_20260903.csv,validation_unique_scores;selected_test_score;observed_test_best_score,checkpoint_ledger,experiment_tracking/mprime_validation_ipc_scale_v1/validation_adequacy_phase_a_stage2_checkpoints_20260903.csv,direct
experiment_tracking/mprime_validation_ipc_scale_v1/validation_adequacy_phase_a_stage2_summary_20260903.csv,mean_unique_validation_scores,seed_ledger,experiment_tracking/mprime_validation_ipc_scale_v1/validation_adequacy_phase_a_stage2_seeds_20260903.csv,direct
experiment_tracking/mprime_validation_ipc_scale_v1/validation_led_stage2_selected_partial_20260902.csv,stage2_selected_score,stage2_training_log;stage2_evaluation_log,,direct
experiment_tracking/mprime_validation_ipc_scale_v1/validation_led_stage2_selected_results_20260903.csv,stage1_selected_score;stage2_selected_score,stage1_evaluation_log;stage2_training_log;stage2_evaluation_log,source_stage1_evaluation_log;source_stage2_training_log;source_stage2_evaluation_log,direct
experiment_tracking/mprime_validation_ipc_scale_v1/validation_test_agreement_summary.csv,selected_test_success;best_observed_test_success,,experiment_tracking/mprime_validation_ipc_scale_v1/validation_test_checkpoint_audit.csv,companion
experiment_tracking/mprime_validation_ipc_scale_v1/validation_test_checkpoint_audit.csv,validation_success;test_success,training_log;evaluation_log,training_log;policy_log or job/path columns in file,direct
experiment_tracking/mprime_validation_phase_b_20260906/phase_b_cell_selector_comparison_latest.csv,mean_selected_test_score,seed_level_source;job_log_columns,,direct
experiment_tracking/mprime_validation_phase_b_20260906/phase_b_checkpoint_scores_latest.csv,rep0_score;rep1_score;mean_validation_score;test_score,training_log;policy_log,,direct
experiment_tracking/mprime_validation_phase_b_20260906/phase_b_lineage_selector_comparison_latest.csv,selected_validation_score;selected_test_score,training_log,,direct
experiment_tracking/mprime_validation_phase_b_20260906/phase_b_lineage_summary_latest.csv,consensus_test_score,training_log,,direct
experiment_tracking/mprime_validation_phase_c_20260911/checkpoint_candidates.csv,phase_b_rep0_score;phase_b_rep1_score,training_log;policy_log,,direct
experiment_tracking/mprime_validation_phase_c_20260911/mprime_final_validator_policy_paired_seed_results_latest.csv,before_score;after_score,stage1_policy_log;stage2_policy_log,,direct
experiment_tracking/mprime_validation_phase_c_20260911/phase_c_cell_summary_latest.csv,mean_selected_test_score,,,needs_mapping
experiment_tracking/mprime_validation_phase_c_20260911/phase_c_checkpoint_scores_latest.csv,phase_b_rep0_score;phase_b_rep1_score;phase_c_score;test_score,training_log;policy_log,,direct
experiment_tracking/mprime_validation_phase_c_20260911/phase_c_lineage_summary_latest.csv,selected_validation_score;selected_test_score,training_log;selected_policy_log,,direct
experiment_tracking/mprime_validation_phase_c_20260911/phase_c_policy_paired_seed_results_latest.csv,before_score;after_score,stage1_policy_log;stage2_policy_log,,direct
experiment_tracking/mprime_validation_phase_c_20260911/phase_c_selected_checkpoints_latest.csv,selected_validation_score;selected_test_score,training_log;selected_policy_log,,direct
experiment_tracking/policy_endpoint_results.csv,score,source_training_job_id;evaluation_job_id;source_training_log;source_evaluation_log;source_validation_log;alternate_valid_job_ids;alternate_valid_log_paths,experiment_tracking/experiment_results.csv,direct
experiment_tracking/policy_paired_seed_results.csv,before_score;after_score,before_log;after_log,,direct
experiment_tracking/preserve3_terminal_led/delivery_policy_retry_results_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,source_log;source_checkpoint_ref;slurm_job_id,direct
experiment_tracking/preserve3_terminal_led/preserve3_terminal_delivery_off_results.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,,direct
experiment_tracking/preserve3_terminal_led/preserve3_terminal_delivery_on_results.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,,direct
experiment_tracking/preserve3_terminal_led/preserve3_terminal_zenotravel_off_results.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,,direct
experiment_tracking/preserve3_terminal_led/preserve3_terminal_zenotravel_on_results.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,,direct
experiment_tracking/preserve3_terminal_led/terminal_led_selected_seed_results_20260903.csv,stage1_final_score;stage2_selected_score,stage1_training_log;stage1_evaluation_log;stage2_training_job_id;stage2_evaluation_job_id;stage2_evaluation_log,,direct
experiment_tracking/preserve3_terminal_led/terminal_stage2_tpp_off_policy_results_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,source_log;slurm_job_id,direct
experiment_tracking/preserve3_terminal_led/terminal_stage2_tpp_off_policy_retry2_results_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,,direct
experiment_tracking/preserve3_terminal_led/terminal_stage2_tpp_off_policy_retry_results_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,,direct
experiment_tracking/preserve3_terminal_led/tpp_off_curve_node_retry_results_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,source_log;slurm_job_id,direct
experiment_tracking/preserve3_terminal_led/tpp_off_policy_retry2_results_latest_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,source_log;slurm_job_id,direct
experiment_tracking/preserve3_terminal_led/tpp_on_policy_node_retry2_results_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,source_log;slurm_job_id,direct
experiment_tracking/preserve3_terminal_led/tpp_on_policy_node_retry3_results_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,source_log;slurm_job_id,direct
experiment_tracking/preserve3_terminal_led/tpp_on_policy_node_retry_results_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,source_log;slurm_job_id,direct
experiment_tracking/preserve3_terminal_led/tpp_on_policy_results_latest_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,source_log;slurm_job_id,direct
experiment_tracking/preserve3_terminal_led/tpp_on_policy_results_partial_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,,direct
experiment_tracking/pw_fixed_five_seed_cutoff_audit_20260906.csv,success_30m;success_2h;success_6h;success_full_record;latest_eval_final_success,job_id;logged_timeouts;log_path;completion_record_path,,direct
experiment_tracking/rover_mcts_terminal_additions_20260831.csv,score,job_id;source_log,,direct
experiment_tracking/rover_stage2_terminal_mcts_20260901.csv,policy_score;mcts_30m;mcts_2h;mcts_6h;mcts_job_id,mcts_job_id;source_log,,direct
experiment_tracking/rover_validation_seed_results_20260906.csv,policy_score;mcts_30m;mcts_2h;mcts_6h;mcts_log,job_id;policy_log;training_log;mcts_log,,direct
experiment_tracking/stage1_mcts_results.csv,mcts_job_id;successes,mcts_job_id;source_evaluation_log,source_log;completion_ledger;validation_log,direct
experiment_tracking/stage1_policy_mcts_all_cutoff_statistics_latest.csv,policy_mean;mcts_mean_30m;mcts_mean_2h;mcts_mean_6h,,experiment_tracking/stage1_policy_mcts_seed_cutoffs_latest.csv,companion
experiment_tracking/stage1_policy_mcts_cutoff_summary.csv,policy_mean;mcts_30m;mcts_2h;mcts_6h,source,experiment_tracking/policy_mcts_instance_audit.csv;experiment_tracking/stage1_mcts_results.csv,direct
experiment_tracking/stage1_policy_mcts_preferred_search_summary_20260902.csv,policy_mean;mcts_30m;mcts_2h;mcts_6h,,row_level_companion,companion
experiment_tracking/stage1_policy_mcts_seed_cutoffs_latest.csv,policy_score;mcts_30m;mcts_2h;mcts_6h;mcts_job_id;source_mcts_log,mcts_job_id;source_policy_log;source_mcts_log;source_completion_ledger,,direct
experiment_tracking/stage2_epoch0_seed_audit_20260902.csv,stage1_score;stage2_epoch0_score,stage1_training_job_id;stage2_training_job_id;epoch0_evaluation_job_id;source_stage1_training_log;source_stage1_evaluation_log;source_stage2_training_log;source_epoch0_evaluation_log,source_stage1_training_log;source_stage1_evaluation_log;source_stage2_training_log;source_epoch0_evaluation_log,direct
experiment_tracking/stage2_mcts_branch_completion_current_results_20260904.csv,successes;successful_instance_runtime_seconds,job_id;source_training_job_id;source_evaluation_log;source_training_log,source_evaluation_log;job_id,direct
experiment_tracking/stage2_mcts_branch_completion_node_retry_results_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,,direct
experiment_tracking/stage2_mcts_branch_completion_original_results_20260904.csv,policy_score;score,slurm_job_id;source_training_job_id;source_log,,direct
experiment_tracking/stage2_mcts_branch_coverage_20260902.csv,mcts_terminal;mcts_running;mcts_pending,job_ids_or_scope,experiment_tracking/stage2_mcts_historical_log_audit_20260902.csv,direct
experiment_tracking/stage2_mcts_gap_decisions_20260902.csv,mcts_terminal;mcts_live;mcts_missing,,experiment_tracking/stage2_mcts_historical_log_audit_20260902.csv,companion
experiment_tracking/stage2_mcts_historical_log_audit_20260902.csv,policy_score;candidate_mcts_log_count;candidate_mcts_logs,source_training_job_id;policy_log;candidate_mcts_log_count;candidate_mcts_logs,policy_log;candidate_mcts_logs,direct
experiment_tracking/stage2_policy_controllers_20260831.csv,mcts_submitted,controller_job_id;resources,,direct
experiment_tracking/stage2_policy_mcts_all_cutoff_statistics_latest.csv,policy_mean;mcts_mean_30m;mcts_mean_2h;mcts_mean_6h,,experiment_tracking/stage2_policy_mcts_seed_cutoffs_latest.csv,companion
experiment_tracking/stage2_policy_mcts_comparison_20260901.csv,policy_mean;mcts_30m;mcts_2h;mcts_6h,,experiment_tracking/stage2_mcts_historical_log_audit_20260902.csv,companion
experiment_tracking/stage2_policy_mcts_comparison_by_branch_20260902.csv,policy_mean;mcts_30m;mcts_2h;mcts_6h,,experiment_tracking/stage2_mcts_historical_log_audit_20260902.csv;experiment_tracking/main_val_stage2_drone_mcts_terminal_20260831.csv;experiment_tracking/rover_stage2_terminal_mcts_20260901.csv;experiment_tracking/mcts_counters_width_sensitivity/stage2_narrow_terminal_results.csv,companion
experiment_tracking/stage2_policy_mcts_comparison_by_branch_20260905.csv,policy_mean;mcts_30m;mcts_2h;mcts_6h,,experiment_tracking/stage2_mcts_historical_log_audit_20260902.csv;experiment_tracking/stage2_mcts_branch_completion_current_results_20260904.csv,companion
experiment_tracking/stage2_policy_mcts_comparison_by_branch_20260906.csv,policy_mean;mcts_30m;mcts_2h;mcts_6h,,experiment_tracking/stage2_mcts_historical_log_audit_20260902.csv;experiment_tracking/stage2_mcts_branch_completion_current_results_20260904.csv,companion
experiment_tracking/stage2_policy_mcts_comparison_by_branch_20260907.csv,policy_mean;mcts_30m;mcts_2h;mcts_6h,,experiment_tracking/stage2_mcts_historical_log_audit_20260902.csv;experiment_tracking/stage2_mcts_branch_completion_current_results_20260904.csv,companion
experiment_tracking/stage2_policy_mcts_comparison_by_branch_latest.csv,policy_mean;mcts_30m;mcts_2h;mcts_6h,,experiment_tracking/stage2_mcts_historical_log_audit_20260902.csv;experiment_tracking/counters_terminal_stage2_narrow_seed_results_latest.csv;experiment_tracking/stage2_mcts_branch_completion_current_results_20260904.csv;experiment_tracking/dynamic_experiment_jobs_latest.csv,companion
experiment_tracking/stage2_policy_mcts_seed_cutoffs_latest.csv,policy_score;mcts_30m;mcts_2h;mcts_6h;mcts_job_id;source_mcts_log,evidence_status;mcts_job_id;source_policy_log;source_mcts_log;source_completion_ledger,policy_log;source_mcts_logs;source_completion_ledger,direct
experiment_tracking/tpp_catastrophic_mcts/manifest_20260907.csv,policy_score,source_training_job_id;source_checkpoint;training_log;policy_log,,direct
experiment_tracking/tpp_first_update_phase_a_20260914/manifest.csv,stage1_policy_score;original_epoch0_score,training_log;endpoint_path_file,,direct
experiment_tracking/tpp_first_update_phase_a_20260914/phase_a_interim_results_20260914.csv,stage1_policy_score;original_stage2_epoch0_score;phase_a_one_epoch_policy_score,remote_endpoint_log,,direct
experiment_tracking/tpp_first_update_phase_b_crossover_20260914/manifest.csv,diagonal_phase_a_start_score;diagonal_phase_a_endpoint_score,training_log;endpoint_path_file,,direct
experiment_tracking/tpp_first_update_phase_b_crossover_20260914/results_final_20260915.csv,stage1_score;one_epoch_score,training_job_id;endpoint_job_id;training_log;endpoint_log,,direct
experiment_tracking/tpp_first_update_phase_c_exact_rng_20260916/results_final_20260916.csv,policy_score,training_log;endpoint_log,,direct
experiment_tracking/tpp_first_update_phase_c_prevention_20260915/manifest.csv,phase_a_start_score;phase_a_endpoint_score;phase_b_foreign_replay_endpoint_score,training_log;endpoint_path_file,,direct
experiment_tracking/tpp_first_update_phase_c_prevention_20260915/results_final_20260915.csv,stage1_policy_score;historical_first_stage2_score;corrected_one_epoch_score;validation_success_rate,training_audit_path;endpoint_log_path,,direct
experiment_tracking/tpp_first_update_phase_d_legacy_exact_rng_20260916/results_final_20260916.csv,legacy_kl_score;deterministic_kl_score,legacy_endpoint_log;deterministic_endpoint_log,,direct
experiment_tracking/tpp_kl_multirng_susceptibility_20260916/endpoint_results_snapshot_20260917.csv,legacy_score;deterministic_score,,,needs_mapping
experiment_tracking/tpp_kl_multirng_susceptibility_20260916/results_final.csv,legacy_score;deterministic_current_score,legacy_log;deterministic_log,,direct
experiment_tracking/tpp_stage2_vh_off_regression_audit_20260902.csv,stage1_policy_score;stage2_policy_score;stage2_successes;stage2_mean_success_plan_length,stage1_eval_log;stage2_training_log;stage2_eval_log,stage1_eval_log;stage2_training_log;stage2_eval_log,direct
