source_log,instance,step,elapsed_seconds,current_action,proposed_action,network_argmax_action,max_visit_count,number_tied_at_max_visits,tie_break_reason,current_policy_rank,proposed_policy_rank
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,2975,6954.684686422348,42,43,43,21,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,2976,6956.390231847763,42,43,43,21,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,2993,7004.294098615646,42,43,43,22,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,3032,7138.4990446567535,94,93,42,847,2,policy_prior,4,3
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,3143,7375.932403326035,42,43,43,7,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,3144,7377.631767272949,42,43,43,10,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,3145,7379.333917140961,42,43,43,11,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,3266,7677.702960014343,42,43,43,10,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,3268,7680.428637504578,42,43,43,17,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,3269,7682.099029302597,42,43,43,19,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,3270,7683.616677522659,42,43,43,22,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,3485,8118.472065448761,42,43,43,13,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,3486,8120.018500804901,42,43,43,18,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,3488,8131.840389251709,42,43,43,11,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,3489,8133.113397121429,42,43,43,20,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,3699,8538.568230628967,42,43,43,14,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,3700,8539.453508615494,42,43,43,16,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,3720,8557.6664853096,42,43,43,124,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,3754,8600.787054777145,92,93,44,28,2,policy_prior,4,3
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,3881,8751.071635723114,42,43,43,11,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,3882,8752.154799461365,42,43,43,18,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,3985,8925.525556087494,42,43,43,14,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,3988,8928.947622299194,42,43,43,18,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,4165,9147.631153821945,42,43,43,14,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,4168,9150.492624282837,42,43,43,18,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,4341,9417.859576940536,43,42,42,14,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,4376,9483.216103315353,95,93,93,1641,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,5177,11927.609942436218,93,42,42,394,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,5183,11939.879323482513,93,42,42,43,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,5975,12743.43881559372,41,44,44,83,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,5982,12745.293265581131,41,44,44,67,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[49] ../problems/numeric/counters/vanilla/fz_instance_51.pddl,5988,12747.041723012924,41,44,44,58,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,993,802.8135373592377,82,107,107,9,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,994,803.6264042854309,83,107,107,7,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1010,816.930566072464,84,108,108,10,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1011,817.6871635913849,85,108,108,7,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1012,818.3765370845795,86,108,108,7,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1013,832.3646998405457,87,108,108,6,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1016,834.4795255661011,88,108,108,5,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1017,835.018922328949,90,108,108,5,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1020,836.7362124919891,91,108,108,5,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1021,837.3381104469299,92,108,108,5,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1053,866.5737743377686,62,109,109,14,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1056,869.6145343780518,57,109,109,11,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1067,897.7905123233795,58,60,60,6,4,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1069,899.0014674663544,60,109,109,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1074,901.9048881530762,57,61,61,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1082,906.7248477935791,58,60,60,6,2,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1083,907.28928399086,57,60,60,5,5,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1084,908.2013826370239,59,60,60,5,5,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1087,911.602376461029,58,61,61,5,5,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1089,913.5702154636383,59,62,62,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1090,914.5252044200897,60,62,62,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1093,917.6949143409729,61,109,109,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1094,918.7263507843018,62,109,109,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1098,922.6333293914795,58,109,109,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1105,928.9460377693176,58,63,63,6,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1107,930.7475922107697,59,64,64,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1109,932.6742646694183,60,109,109,6,4,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1110,933.6910734176636,61,109,109,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1111,934.6882016658783,62,109,109,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1112,935.556765794754,63,109,109,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1115,938.114675283432,58,64,64,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1116,938.9734060764313,59,64,64,5,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1117,971.2296993732452,60,64,64,5,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1118,971.8707089424133,61,64,64,5,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1120,973.1318225860596,62,65,65,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1122,974.345057964325,59,63,63,6,5,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1125,976.1384479999542,60,65,65,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1127,977.3432590961456,61,66,66,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1128,978.1358997821808,62,66,66,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1129,978.7527966499329,63,66,66,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1130,979.3368711471558,64,66,66,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1132,980.5413131713867,60,65,65,6,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1134,982.0414679050446,61,66,66,6,4,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1135,982.7960331439972,62,66,66,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1137,985.1657557487488,63,68,68,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1138,986.379870891571,64,68,68,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1139,987.6837787628174,65,68,68,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1140,988.7905850410461,66,68,68,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1142,991.1766030788422,61,68,68,6,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1143,991.983635187149,62,68,68,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1144,992.8776819705963,63,68,68,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1146,994.380560874939,64,69,69,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1147,995.3005201816559,65,69,69,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1148,996.1765713691711,66,69,69,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1149,997.0475747585297,68,69,69,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1151,998.720541715622,62,69,69,6,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1152,999.5501732826233,63,69,69,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1154,1000.9078712463379,64,70,70,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1155,1001.5436811447144,65,70,70,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1156,1002.1517548561096,66,70,70,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1157,1002.7550241947174,68,70,70,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1159,1003.9980554580688,63,69,69,6,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1161,1005.2034380435944,64,70,70,6,4,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1162,1005.8171761035919,65,70,70,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1164,1007.0673196315765,66,71,71,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1165,1007.683308839798,68,71,71,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1166,1008.309690952301,69,71,71,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1167,1008.9146628379822,70,71,71,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1169,1010.3056104183197,64,71,71,6,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1170,1010.9723498821259,65,71,71,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1171,1018.2257390022278,66,71,71,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1173,1047.4423711299896,68,72,72,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1174,1048.0382010936737,69,72,72,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1175,1048.6878321170807,70,72,72,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1176,1049.3229286670685,71,72,72,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1178,1050.625131368637,65,72,72,6,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1179,1051.3836245536804,66,72,72,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1181,1052.6857914924622,68,73,73,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1182,1053.3685748577118,69,73,73,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1183,1054.349632024765,70,73,73,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1184,1055.1543762683868,71,73,73,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1186,1057.0530948638916,66,72,72,6,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1188,1059.1455519199371,68,73,73,6,4,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1189,1060.429084777832,69,73,73,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1191,1062.4907584190369,70,74,74,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1192,1063.5158531665802,71,74,74,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1193,1064.734586238861,72,74,74,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1194,1065.662320613861,73,74,74,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1196,1067.5170285701752,68,74,74,6,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1197,1068.38765001297,69,74,74,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1198,1069.2537920475006,70,74,74,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1200,1071.0645804405212,71,75,75,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1201,1071.8864722251892,72,75,75,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1202,1072.7627062797546,73,75,75,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1203,1073.9126272201538,74,75,75,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1205,1075.6825976371765,69,75,75,6,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1206,1076.4569673538208,70,75,75,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1208,1078.7200400829315,71,76,76,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1209,1079.9084424972534,72,76,76,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1210,1080.9860036373138,73,76,76,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1211,1082.1615862846375,74,76,76,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1213,1084.9311904907227,70,75,75,6,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1215,1087.0679655075073,71,76,76,6,4,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1216,1087.9444711208344,72,76,76,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1218,1089.7215480804443,73,77,77,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1219,1090.718284368515,74,77,77,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1220,1091.7437217235565,75,77,77,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1221,1092.5016205310822,76,77,77,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1223,1094.4612650871277,71,77,77,6,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1224,1095.2714974880219,72,77,77,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1225,1103.0928280353546,73,77,77,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1227,1104.8514952659607,74,79,79,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1228,1134.1954610347748,75,79,79,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1229,1134.8789937496185,76,79,79,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1230,1135.5393443107605,77,79,79,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1232,1136.8972599506378,72,79,79,6,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1233,1137.547835111618,73,79,79,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1235,1138.9101791381836,74,80,80,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1236,1139.63689661026,75,80,80,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1237,1140.3012080192566,76,80,80,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1238,1140.963479757309,77,80,80,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1255,1156.0631113052368,73,107,107,6,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,1258,1159.477308511734,74,107,107,5,5,policy_prior,3,1
